dt,ranking_id,customer_id,impressions
2025-07-08,r247,48,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 250, ""is_order"": false}]"
2025-07-09,r248,49,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 251, ""is_order"": true}]"
2025-07-10,r249,50,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 252, ""is_order"": false}, {""item_id"": 202, ""is_order"": false}]"
2025-07-11,r250,51,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 253, ""is_order"": false}, {""item_id"": 204, ""is_order"": false}]"
2025-07-12,r251,52,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 254, ""is_order"": false}]"
2025-07-13,r252,53,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 255, ""is_order"": false}]"
2025-07-14,r253,54,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 256, ""is_order"": false}]"
2025-07-15,r254,55,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-16,r255,56,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-17,r256,57,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 259, ""is_order"": false}, {""item_id"": 216, ""is_order"": false}]"
2025-07-18,r257,58,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 260, ""is_order"": false}, {""item_id"": 218, ""is_order"": false}]"
2025-07-19,r258,59,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-20,r259,60,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-21,r260,61,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 263, ""is_order"": false}, {""item_id"": 224, ""is_order"": false}]"
2025-07-22,r261,62,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-23,r262,63,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-24,r263,64,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-25,r264,65,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 267, ""is_order"": false}]"
2025-07-26,r265,66,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-27,r266,67,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-28,r267,68,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 270, ""is_order"": false}]"
2025-07-29,r268,69,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 271, ""is_order"": false}, {""item_id"": 240, ""is_order"": false}]"
2025-07-30,r269,70,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-01,r270,71,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-02,r271,72,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 274, ""is_order"": true}]"
2025-07-03,r272,73,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 275, ""is_order"": false}, {""item_id"": 248, ""is_order"": false}]"
2025-07-04,r273,74,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 276, ""is_order"": false}]"
2025-07-05,r274,75,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 277, ""is_order"": false}, {""item_id"": 252, ""is_order"": true}]"
2025-07-06,r275,76,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-07,r276,77,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 279, ""is_order"": true}, {""item_id"": 256, ""is_order"": false}]"
2025-07-08,r277,78,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-09,r278,79,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 281, ""is_order"": false}]"
2025-07-10,r279,80,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 282, ""is_order"": false}, {""item_id"": 262, ""is_order"": false}]"
2025-07-11,r280,81,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-12,r281,82,"[{""item_id"": 2, ""is_order"": true}]"
2025-07-13,r282,83,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-14,r283,84,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 286, ""is_order"": false}]"
2025-07-15,r284,85,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 287, ""is_order"": false}]"
2025-07-16,r285,86,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-17,r286,87,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-18,r287,88,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 290, ""is_order"": false}, {""item_id"": 278, ""is_order"": false}]"
2025-07-19,r288,89,"[{""item_id"": 2, ""is_order"": true}]"
2025-07-20,r289,90,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 292, ""is_order"": false}]"
2025-07-21,r290,91,"[{""item_id"": 2, ""is_order"": true}, {""item_id"": 293, ""is_order"": false}, {""item_id"": 284, ""is_order"": false}]"
2025-07-22,r291,92,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 294, ""is_order"": false}, {""item_id"": 286, ""is_order"": false}]"
2025-07-23,r292,93,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 295, ""is_order"": false}]"
2025-07-24,r293,94,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 296, ""is_order"": false}]"
2025-07-25,r294,95,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 297, ""is_order"": false}, {""item_id"": 292, ""is_order"": false}]"
2025-07-26,r295,96,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-27,r296,97,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 299, ""is_order"": false}]"
2025-07-28,r297,98,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 300, ""is_order"": false}, {""item_id"": 298, ""is_order"": false}]"
2025-07-29,r298,99,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-30,r299,100,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 2, ""is_order"": false}, {""item_id"": 2, ""is_order"": false}]"
2025-07-01,r300,101,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 3, ""is_order"": false}]"
2025-07-02,r301,102,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 4, ""is_order"": false}, {""item_id"": 6, ""is_order"": false}]"
2025-07-03,r302,103,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 5, ""is_order"": false}]"
2025-07-04,r303,104,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-05,r304,105,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 7, ""is_order"": false}]"
2025-07-06,r305,106,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-07,r306,107,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-08,r307,108,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 10, ""is_order"": false}]"
2025-07-09,r308,109,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 11, ""is_order"": false}, {""item_id"": 20, ""is_order"": false}]"
2025-07-10,r309,110,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 12, ""is_order"": false}]"
2025-07-11,r310,111,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-12,r311,112,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-13,r312,113,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 15, ""is_order"": false}, {""item_id"": 28, ""is_order"": true}]"
2025-07-14,r313,114,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 16, ""is_order"": false}, {""item_id"": 30, ""is_order"": false}]"
2025-07-15,r314,115,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 17, ""is_order"": true}]"
2025-07-16,r315,116,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 18, ""is_order"": false}, {""item_id"": 34, ""is_order"": false}]"
2025-07-17,r316,117,"[{""item_id"": 2, ""is_order"": true}, {""item_id"": 19, ""is_order"": false}]"
2025-07-18,r317,118,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 20, ""is_order"": false}, {""item_id"": 38, ""is_order"": false}]"
2025-07-19,r318,119,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-20,r319,120,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-21,r320,121,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 23, ""is_order"": false}, {""item_id"": 44, ""is_order"": false}]"
2025-07-22,r321,122,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-23,r322,123,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 25, ""is_order"": false}, {""item_id"": 48, ""is_order"": false}]"
2025-07-24,r323,124,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-25,r324,125,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 27, ""is_order"": false}, {""item_id"": 52, ""is_order"": true}]"
2025-07-26,r325,126,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 28, ""is_order"": false}, {""item_id"": 54, ""is_order"": false}]"
2025-07-27,r326,127,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 29, ""is_order"": false}, {""item_id"": 56, ""is_order"": false}]"
2025-07-28,r327,128,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 30, ""is_order"": false}, {""item_id"": 58, ""is_order"": false}]"
2025-07-29,r328,129,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 31, ""is_order"": false}]"
2025-07-30,r329,130,"[{""item_id"": 2, ""is_order"": true}, {""item_id"": 32, ""is_order"": false}]"
2025-07-01,r330,131,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 33, ""is_order"": false}]"
2025-07-02,r331,132,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-03,r332,133,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 35, ""is_order"": false}, {""item_id"": 68, ""is_order"": false}]"
2025-07-04,r333,134,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 36, ""is_order"": true}, {""item_id"": 70, ""is_order"": false}]"
2025-07-05,r334,135,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-06,r335,136,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 38, ""is_order"": false}]"
2025-07-07,r336,137,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-08,r337,138,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-09,r338,139,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 41, ""is_order"": false}]"
2025-07-10,r339,140,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 42, ""is_order"": false}]"
2025-07-11,r340,141,"[{""item_id"": 2, ""is_order"": true}]"
2025-07-12,r341,142,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-13,r342,143,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-14,r343,144,"[{""item_id"": 2, ""is_order"": true}, {""item_id"": 46, ""is_order"": false}, {""item_id"": 90, ""is_order"": true}]"
2025-07-15,r344,145,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 47, ""is_order"": false}]"
2025-07-16,r345,146,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 48, ""is_order"": false}]"
2025-07-17,r346,147,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-18,r347,148,"[{""item_id"": 2, ""is_order"": true}, {""item_id"": 50, ""is_order"": true}, {""item_id"": 98, ""is_order"": true}]"
2025-07-19,r348,149,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 51, ""is_order"": false}, {""item_id"": 100, ""is_order"": false}]"
2025-07-20,r349,150,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 52, ""is_order"": false}]"
2025-07-21,r350,151,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-22,r351,152,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 54, ""is_order"": false}]"
2025-07-23,r352,153,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 55, ""is_order"": false}, {""item_id"": 108, ""is_order"": false}]"
2025-07-24,r353,154,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 56, ""is_order"": true}]"
2025-07-25,r354,155,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-26,r355,156,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 58, ""is_order"": false}, {""item_id"": 114, ""is_order"": false}]"
2025-07-27,r356,157,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-28,r357,158,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-29,r358,159,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 61, ""is_order"": false}, {""item_id"": 120, ""is_order"": false}]"
2025-07-30,r359,160,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 62, ""is_order"": false}]"
2025-07-01,r360,161,"[{""item_id"": 2, ""is_order"": true}]"
2025-07-02,r361,162,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 64, ""is_order"": false}, {""item_id"": 126, ""is_order"": true}]"
2025-07-03,r362,163,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-04,r363,164,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 66, ""is_order"": false}, {""item_id"": 130, ""is_order"": false}]"
2025-07-05,r364,165,"[{""item_id"": 2, ""is_order"": true}]"
2025-07-06,r365,166,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 68, ""is_order"": false}, {""item_id"": 134, ""is_order"": false}]"
2025-07-07,r366,167,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 69, ""is_order"": false}, {""item_id"": 136, ""is_order"": false}]"
2025-07-08,r367,168,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 70, ""is_order"": false}]"
2025-07-09,r368,169,"[{""item_id"": 2, ""is_order"": true}]"
2025-07-10,r369,170,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 72, ""is_order"": false}]"
2025-07-11,r370,171,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 73, ""is_order"": false}, {""item_id"": 144, ""is_order"": false}]"
2025-07-12,r371,172,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-13,r372,173,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 75, ""is_order"": false}]"
2025-07-14,r373,174,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 76, ""is_order"": false}]"
2025-07-15,r374,175,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-16,r375,176,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 78, ""is_order"": false}]"
2025-07-17,r376,177,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 79, ""is_order"": true}, {""item_id"": 156, ""is_order"": false}]"
2025-07-18,r377,178,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 80, ""is_order"": false}, {""item_id"": 158, ""is_order"": false}]"
2025-07-19,r378,179,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-20,r379,180,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-21,r380,181,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 83, ""is_order"": false}]"
2025-07-22,r381,182,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-23,r382,183,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 85, ""is_order"": false}, {""item_id"": 168, ""is_order"": false}]"
2025-07-24,r383,184,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 86, ""is_order"": false}]"
2025-07-25,r384,185,"[{""item_id"": 2, ""is_order"": true}]"
2025-07-26,r385,186,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-27,r386,187,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 89, ""is_order"": false}]"
2025-07-28,r387,188,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 90, ""is_order"": false}]"
2025-07-29,r388,189,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-30,r389,190,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-01,r390,191,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-02,r391,192,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-03,r392,193,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 95, ""is_order"": false}]"
2025-07-04,r393,194,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 96, ""is_order"": false}, {""item_id"": 190, ""is_order"": false}]"
2025-07-05,r394,195,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 97, ""is_order"": false}]"
2025-07-06,r395,196,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 98, ""is_order"": false}]"
2025-07-07,r396,197,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 99, ""is_order"": false}, {""item_id"": 196, ""is_order"": false}]"
2025-07-08,r397,198,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 100, ""is_order"": false}, {""item_id"": 198, ""is_order"": false}]"
2025-07-09,r398,199,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 101, ""is_order"": false}]"
2025-07-10,r399,200,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 102, ""is_order"": true}]"
2025-07-11,r400,1,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-12,r401,2,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 104, ""is_order"": false}]"
2025-07-13,r402,3,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 105, ""is_order"": false}]"
2025-07-14,r403,4,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 106, ""is_order"": false}]"
2025-07-15,r404,5,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-16,r405,6,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 108, ""is_order"": false}, {""item_id"": 214, ""is_order"": false}]"
2025-07-17,r406,7,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 109, ""is_order"": false}, {""item_id"": 216, ""is_order"": false}]"
2025-07-18,r407,8,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-19,r408,9,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-20,r409,10,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 112, ""is_order"": false}, {""item_id"": 222, ""is_order"": false}]"
2025-07-21,r410,11,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-22,r411,12,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 114, ""is_order"": false}, {""item_id"": 226, ""is_order"": false}]"
2025-07-23,r412,13,"[{""item_id"": 2, ""is_order"": true}, {""item_id"": 115, ""is_order"": false}]"
2025-07-24,r413,14,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-25,r414,15,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 117, ""is_order"": false}, {""item_id"": 232, ""is_order"": false}]"
2025-07-26,r415,16,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-27,r416,17,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 119, ""is_order"": true}]"
2025-07-28,r417,18,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-29,r418,19,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 121, ""is_order"": false}, {""item_id"": 240, ""is_order"": false}]"
2025-07-30,r419,20,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 122, ""is_order"": false}, {""item_id"": 242, ""is_order"": false}]"
2025-07-01,r420,21,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 123, ""is_order"": false}]"
2025-07-02,r421,22,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 124, ""is_order"": false}]"
2025-07-03,r422,23,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 125, ""is_order"": true}]"
2025-07-04,r423,24,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 126, ""is_order"": false}, {""item_id"": 250, ""is_order"": false}]"
2025-07-05,r424,25,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 127, ""is_order"": false}]"
2025-07-06,r425,26,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 128, ""is_order"": false}, {""item_id"": 254, ""is_order"": false}]"
2025-07-07,r426,27,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-08,r427,28,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 130, ""is_order"": false}]"
2025-07-09,r428,29,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 131, ""is_order"": false}, {""item_id"": 260, ""is_order"": false}]"
2025-07-10,r429,30,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 132, ""is_order"": false}]"
2025-07-11,r430,31,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 133, ""is_order"": false}, {""item_id"": 264, ""is_order"": false}]"
2025-07-12,r431,32,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 134, ""is_order"": false}, {""item_id"": 266, ""is_order"": false}]"
2025-07-13,r432,33,"[{""item_id"": 2, ""is_order"": true}, {""item_id"": 135, ""is_order"": false}]"
2025-07-14,r433,34,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 136, ""is_order"": false}, {""item_id"": 270, ""is_order"": false}]"
2025-07-15,r434,35,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 137, ""is_order"": false}]"
2025-07-16,r435,36,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-17,r436,37,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 139, ""is_order"": false}, {""item_id"": 276, ""is_order"": false}]"
2025-07-18,r437,38,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 140, ""is_order"": false}]"
2025-07-19,r438,39,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 141, ""is_order"": false}, {""item_id"": 280, ""is_order"": false}]"
2025-07-20,r439,40,"[{""item_id"": 2, ""is_order"": true}]"
2025-07-21,r440,41,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 143, ""is_order"": false}, {""item_id"": 284, ""is_order"": false}]"
2025-07-22,r441,42,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 144, ""is_order"": true}]"
2025-07-23,r442,43,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-24,r443,44,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 146, ""is_order"": true}, {""item_id"": 290, ""is_order"": false}]"
2025-07-25,r444,45,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 147, ""is_order"": false}]"
2025-07-26,r445,46,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 148, ""is_order"": false}]"
2025-07-27,r446,47,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 149, ""is_order"": false}]"
2025-07-28,r447,48,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 150, ""is_order"": false}, {""item_id"": 298, ""is_order"": false}]"
2025-07-29,r448,49,"[{""item_id"": 2, ""is_order"": true}, {""item_id"": 151, ""is_order"": true}, {""item_id"": 300, ""is_order"": false}]"
2025-07-30,r449,50,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-01,r450,51,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-02,r451,52,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-03,r452,53,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 155, ""is_order"": false}]"
2025-07-04,r453,54,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 156, ""is_order"": false}]"
2025-07-05,r454,55,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-06,r455,56,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 158, ""is_order"": false}]"
2025-07-07,r456,57,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 159, ""is_order"": false}]"
2025-07-08,r457,58,"[{""item_id"": 2, ""is_order"": true}, {""item_id"": 160, ""is_order"": false}, {""item_id"": 18, ""is_order"": false}]"
2025-07-09,r458,59,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 161, ""is_order"": false}, {""item_id"": 20, ""is_order"": false}]"
2025-07-10,r459,60,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-11,r460,61,"[{""item_id"": 2, ""is_order"": true}]"
2025-07-12,r461,62,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 164, ""is_order"": false}, {""item_id"": 26, ""is_order"": false}]"
2025-07-13,r462,63,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 165, ""is_order"": false}]"
2025-07-14,r463,64,"[{""item_id"": 2, ""is_order"": true}]"
2025-07-15,r464,65,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 167, ""is_order"": false}]"
2025-07-16,r465,66,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 168, ""is_order"": false}, {""item_id"": 34, ""is_order"": false}]"
2025-07-17,r466,67,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 169, ""is_order"": false}]"
2025-07-18,r467,68,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-19,r468,69,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 171, ""is_order"": false}, {""item_id"": 40, ""is_order"": false}]"
2025-07-20,r469,70,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 172, ""is_order"": false}, {""item_id"": 42, ""is_order"": true}]"
2025-07-21,r470,71,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-22,r471,72,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-23,r472,73,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 175, ""is_order"": false}, {""item_id"": 48, ""is_order"": false}]"
2025-07-24,r473,74,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 176, ""is_order"": false}, {""item_id"": 50, ""is_order"": false}]"
2025-07-25,r474,75,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 177, ""is_order"": false}]"
2025-07-26,r475,76,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 178, ""is_order"": false}]"
2025-07-27,r476,77,"[{""item_id"": 2, ""is_order"": true}, {""item_id"": 179, ""is_order"": false}]"
2025-07-28,r477,78,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 180, ""is_order"": false}, {""item_id"": 58, ""is_order"": false}]"
2025-07-29,r478,79,"[{""item_id"": 2, ""is_order"": true}, {""item_id"": 181, ""is_order"": false}]"
2025-07-30,r479,80,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 182, ""is_order"": true}]"
2025-07-01,r480,81,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-02,r481,82,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 184, ""is_order"": false}, {""item_id"": 66, ""is_order"": false}]"
2025-07-03,r482,83,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-04,r483,84,"[{""item_id"": 2, ""is_order"": true}, {""item_id"": 186, ""is_order"": false}, {""item_id"": 70, ""is_order"": false}]"
2025-07-05,r484,85,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 187, ""is_order"": false}]"
2025-07-06,r485,86,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-07,r486,87,"[{""item_id"": 2, ""is_order"": true}]"
2025-07-08,r487,88,"[{""item_id"": 2, ""is_order"": true}, {""item_id"": 190, ""is_order"": false}]"
2025-07-09,r488,89,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 191, ""is_order"": false}, {""item_id"": 80, ""is_order"": false}]"
2025-07-10,r489,90,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 192, ""is_order"": false}, {""item_id"": 82, ""is_order"": false}]"
2025-07-11,r490,91,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-12,r491,92,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-13,r492,93,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 195, ""is_order"": false}, {""item_id"": 88, ""is_order"": false}]"
2025-07-14,r493,94,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 196, ""is_order"": false}, {""item_id"": 90, ""is_order"": false}]"
2025-07-15,r494,95,"[{""item_id"": 2, ""is_order"": true}, {""item_id"": 197, ""is_order"": false}, {""item_id"": 92, ""is_order"": false}]"
2025-07-16,r495,96,"[{""item_id"": 2, ""is_order"": false}]"
2025-07-17,r496,97,"[{""item_id"": 2, ""is_order"": false}, {""item_id"": 199, ""is_order"": false}]"
